epoch,train_loss,train_acc,val_loss,val_acc,lr
44,0.0025097501929849386,100.0,0.026944955810904503,100.0,0.000262960868057662
45,0.0022650386672466993,100.0,0.008369376882910728,100.0,0.00025841939589719043
46,0.0018423241563141346,100.0,0.004148693755269051,100.0,0.0002536595827104403
47,0.003499846439808607,100.0,0.011175275780260563,100.0,0.00024869101412772134
48,0.0024379596579819918,100.0,0.005983228795230389,100.0,0.00024352369618492893
49,0.004141951445490122,100.0,0.0029915408231317997,100.0,0.0002381680351727196
50,0.0021322756074368954,100.0,0.003700216766446829,100.0,0.00023263481667962652
51,0.0026026307605206966,100.0,0.016316624358296394,100.0,0.0002269351838713195
52,0.001984921284019947,100.0,0.00535921286791563,100.0,0.0002210806150497523
53,0.003645685501396656,100.0,0.013892611488699913,100.0,0.00021508290053739025
54,0.0015280100051313639,100.0,0.00821063295006752,100.0,0.00020895411893306955
55,0.0018435660749673843,100.0,0.006148551590740681,100.0,0.00020270661278730696
56,0.002319555263966322,100.0,0.005753844510763884,100.0,0.00019635296374604549
57,0.0015693290624767542,100.0,0.04372714087367058,100.0,0.00018990596721289393
58,0.00176757643930614,100.0,0.01138509064912796,100.0,0.00018337860658088678
59,0.0022367441561073065,100.0,0.029938338324427605,100.0,0.00017678402708565862
60,0.0017691635293886065,100.0,0.019576873630285263,100.0,0.00017013550933268884
61,0.002482285490259528,100.0,0.010875053703784943,100.0,0.00016344644255192968
62,0.002209218218922615,100.0,0.009470192715525627,100.0,0.00015673029763367904
63,0.001514358096756041,100.0,0.010203532874584198,100.0,0.0001500006
64,0.0013221544213593006,100.0,0.020587945356965065,100.0,0.00014327090236632102
65,0.001431989949196577,100.0,0.013257833197712898,100.0,0.00013655475744807032
66,0.001208602567203343,100.0,0.012627441436052322,100.0,0.00012986569066731122
67,0.0019181827083230019,100.0,0.01096558291465044,100.0,0.00012321717291434138
68,0.0013774731196463108,100.0,0.012991266325116158,100.0,0.00011662259341911323
69,0.0016288390615954995,100.0,0.00995528232306242,100.0,0.00011009523278710609
70,0.0022098245099186897,100.0,0.0221467986702919,100.0,0.00010364823625395453
71,0.001240786979906261,100.0,0.0075071752071380615,100.0,9.729458721269303e-05
72,0.0015633458970114589,100.0,0.00978928804397583,100.0,9.104708106693046e-05
73,0.0018278331262990832,100.0,0.024289065971970558,100.0,8.491829946260977e-05
74,0.0013145306147634983,100.0,0.007519111502915621,100.0,7.892058495024769e-05
75,0.002234439365565777,100.0,0.006228097714483738,100.0,7.306601612868054e-05
76,0.0020223406609147787,100.0,0.015904126688838005,100.0,6.736638332037351e-05
77,0.0010341053130105138,100.0,0.017525725066661835,100.0,6.183316482728042e-05
78,0.0016084160888567567,100.0,0.04071859270334244,100.0,5.64775038150711e-05
79,0.001956030260771513,100.0,0.014700483530759811,100.0,5.131018587227868e-05
80,0.0015095113776624203,100.0,0.006536851637065411,100.0,4.63416172895597e-05
81,0.0013776246923953295,100.0,0.0198533833026886,100.0,4.158180410280958e-05
82,0.001609931350685656,100.0,0.0035364916548132896,100.0,3.7040331942337974e-05
83,0.0010747688356786966,100.0,0.008536916226148605,100.0,3.2726346728685014e-05
84,0.0013864323263987899,100.0,0.014251579530537128,100.0,2.8648536253954522e-05
85,0.0016228845342993736,100.0,0.007035949267446995,100.0,2.4815112685756836e-05
86,0.0015896509867161512,100.0,0.01119139976799488,100.0,2.1233796028996244e-05
87,0.001683259499259293,100.0,0.011390828527510166,100.0,1.7911798578808412e-05
88,0.001113535719923675,100.0,0.004221359267830849,100.0,1.4855810395957886e-05
89,0.0010963184759020805,100.0,0.027531038969755173,100.0,1.2071985833945944e-05
90,0.0009105180506594479,100.0,0.015260682441294193,100.0,9.565931144961802e-06
91,0.0014752703718841076,100.0,0.009751243516802788,100.0,7.3426931896367475e-06
92,0.002001251094043255,100.0,0.010118345730006695,100.0,5.406749273338432e-06
93,0.0009448237251490355,100.0,0.023157140240073204,100.0,3.7619981294737663e-06
94,0.0015285713598132133,100.0,0.005740687716752291,100.0,2.411752067958709e-06
95,0.001537083531729877,100.0,0.055415596812963486,100.0,1.3587303046668557e-06
96,0.0011984065640717745,100.0,0.01031673513352871,100.0,6.050534852905368e-07
97,0.0010074460878968239,100.0,0.03808873891830444,100.0,1.522394146427364e-07
98,0.002247857628390193,100.0,0.007862821221351624,100.0,1.1999999999999998e-09
99,0.001684684189967811,100.0,0.007604232989251614,100.0,1.5223941464271974e-07
